,Date,Count,date,TMAX,PRCP,AWND
1164,2016-03-14,7671,2016-03-14,117.0,8.0,35.0
1165,2016-03-15,8558,2016-03-15,172.0,3.0,19.0
1166,2016-03-16,13356,2016-03-16,239.0,0.0,20.0
1167,2016-03-17,10673,2016-03-17,194.0,0.0,36.0
1168,2016-03-18,11429,2016-03-18,183.0,0.0,47.0
1169,2016-03-19,3227,2016-03-19,106.0,86.0,34.0
1170,2016-03-20,4532,2016-03-20,67.0,0.0,29.0
1171,2016-03-21,7580,2016-03-21,111.0,0.0,51.0
1172,2016-03-22,9763,2016-03-22,167.0,0.0,38.0
1173,2016-03-23,12340,2016-03-23,233.0,0.0,46.0
1174,2016-03-24,13363,2016-03-24,250.0,0.0,47.0
1175,2016-03-25,12212,2016-03-25,217.0,0.0,64.0
1176,2016-03-26,14116,2016-03-26,161.0,0.0,30.0
1177,2016-03-27,8564,2016-03-27,133.0,8.0,21.0
1178,2016-03-28,8430,2016-03-28,200.0,97.0,70.0
1179,2016-03-29,10221,2016-03-29,150.0,0.0,60.0
1180,2016-03-30,10873,2016-03-30,183.0,0.0,37.0
1181,2016-03-31,11029,2016-03-31,222.0,0.0,67.0
1182,2016-04-01,10874,2016-04-01,278.0,5.0,62.0
1183,2016-04-02,9282,2016-04-02,183.0,23.0,52.0
1184,2016-04-03,6800,2016-04-03,117.0,0.0,71.0
1185,2016-04-04,7398,2016-04-04,222.0,8.0,56.0
1186,2016-04-05,7512,2016-04-05,72.0,0.0,49.0
1187,2016-04-06,9068,2016-04-06,139.0,0.0,50.0
1188,2016-04-07,5433,2016-04-07,167.0,239.0,47.0
1189,2016-04-08,9529,2016-04-08,106.0,0.0,49.0
1190,2016-04-09,4069,2016-04-09,78.0,20.0,72.0
1191,2016-04-10,7421,2016-04-10,117.0,0.0,36.0
1192,2016-04-11,9456,2016-04-11,233.0,5.0,70.0
1193,2016-04-12,8583,2016-04-12,194.0,3.0,66.0
1194,2016-04-13,10131,2016-04-13,150.0,0.0,21.0
1195,2016-04-14,10523,2016-04-14,178.0,0.0,17.0
1196,2016-04-15,11395,2016-04-15,178.0,0.0,17.0
1197,2016-04-16,13505,2016-04-16,217.0,0.0,21.0
1198,2016-04-17,12367,2016-04-17,233.0,0.0,13.0
1199,2016-04-18,11882,2016-04-18,283.0,0.0,17.0
1200,2016-04-19,11927,2016-04-19,278.0,0.0,36.0
1201,2016-04-20,11650,2016-04-20,217.0,0.0,26.0
1202,2016-04-21,11447,2016-04-21,239.0,0.0,43.0
1203,2016-04-22,11093,,,,
1204,2016-04-23,8487,2016-04-23,211.0,46.0,47.0
1205,2016-04-24,11948,2016-04-24,206.0,0.0,22.0
1206,2016-04-25,11694,2016-04-25,267.0,0.0,24.0
1207,2016-04-26,11718,2016-04-26,289.0,0.0,48.0
1208,2016-04-27,8360,2016-04-27,206.0,5.0,28.0
1209,2016-04-28,5195,2016-04-28,122.0,107.0,30.0
1210,2016-04-29,8258,2016-04-29,128.0,0.0,21.0
1211,2016-04-30,8511,2016-04-30,133.0,15.0,21.0
1212,2016-05-01,4376,2016-05-01,150.0,135.0,31.0
1213,2016-05-02,8139,2016-05-02,267.0,353.0,30.0
1214,2016-05-03,8132,2016-05-03,217.0,137.0,27.0
1215,2016-05-04,9625,2016-05-04,167.0,0.0,28.0
1216,2016-05-05,8726,2016-05-05,139.0,3.0,42.0
1217,2016-05-06,3102,2016-05-06,122.0,234.0,44.0
1218,2016-05-07,9225,2016-05-07,183.0,8.0,22.0
1219,2016-05-08,10803,2016-05-08,217.0,13.0,43.0
1220,2016-05-09,9164,2016-05-09,172.0,25.0,15.0
1221,2016-05-10,10242,2016-05-10,172.0,3.0,19.0
1222,2016-05-11,7669,2016-05-11,156.0,43.0,13.0
1223,2016-05-12,10805,2016-05-12,194.0,0.0,17.0
1224,2016-05-13,10106,2016-05-13,250.0,13.0,42.0
1225,2016-05-14,9389,2016-05-14,239.0,46.0,38.0
1226,2016-05-15,8507,2016-05-15,150.0,0.0,62.0
1227,2016-05-16,11357,2016-05-16,189.0,0.0,33.0
1228,2016-05-17,5374,2016-05-17,133.0,84.0,14.0
1229,2016-05-18,10583,2016-05-18,183.0,0.0,31.0
1230,2016-05-19,11720,2016-05-19,222.0,0.0,18.0
1231,2016-05-20,13860,2016-05-20,250.0,0.0,26.0
1232,2016-05-21,4432,2016-05-21,167.0,140.0,37.0
1233,2016-05-22,2851,2016-05-22,139.0,175.0,37.0
1234,2016-05-23,8048,2016-05-23,239.0,119.0,25.0
1235,2016-05-24,13235,2016-05-24,278.0,13.0,29.0
1236,2016-05-25,12786,2016-05-25,300.0,0.0,17.0
1237,2016-05-26,12188,2016-05-26,317.0,0.0,23.0
1238,2016-05-27,12139,2016-05-27,317.0,0.0,22.0
1239,2016-05-28,11560,2016-05-28,317.0,0.0,33.0
1240,2016-05-29,9069,2016-05-29,289.0,3.0,21.0
1241,2016-05-30,9930,2016-05-30,283.0,0.0,18.0
1242,2016-05-31,11578,2016-05-31,311.0,0.0,21.0
1243,2016-06-01,12355,2016-06-01,306.0,0.0,23.0
1244,2016-06-02,12366,2016-06-02,278.0,0.0,20.0
1245,2016-06-03,8517,2016-06-03,300.0,251.0,17.0
1246,2016-06-04,11991,2016-06-04,278.0,3.0,22.0
1247,2016-06-05,9378,2016-06-05,289.0,10.0,36.0
1248,2016-06-06,12468,2016-06-06,294.0,0.0,34.0
1249,2016-06-07,13271,2016-06-07,294.0,0.0,42.0
1250,2016-06-08,13586,2016-06-08,217.0,0.0,60.0
1251,2016-06-09,13423,2016-06-09,267.0,0.0,49.0
1252,2016-06-10,13730,2016-06-10,272.0,0.0,30.0
1253,2016-06-11,11993,2016-06-11,350.0,0.0,30.0
1254,2016-06-12,11023,2016-06-12,328.0,0.0,67.0
1255,2016-06-13,13161,2016-06-13,267.0,0.0,43.0
1256,2016-06-14,13949,2016-06-14,267.0,0.0,31.0
1257,2016-06-15,12954,2016-06-15,272.0,38.0,26.0
1258,2016-06-16,11056,2016-06-16,294.0,716.0,30.0
1259,2016-06-17,13290,,,,
1260,2016-06-18,13550,2016-06-18,289.0,0.0,17.0
1261,2016-06-19,11830,2016-06-19,306.0,0.0,21.0
1262,2016-06-20,12912,2016-06-20,317.0,0.0,23.0
1263,2016-06-21,9513,2016-06-21,306.0,429.0,30.0
1264,2016-06-22,13902,2016-06-22,289.0,0.0,33.0
1265,2016-06-23,9435,2016-06-23,261.0,150.0,16.0
1266,2016-06-24,12405,2016-06-24,294.0,0.0,27.0
1267,2016-06-25,13600,2016-06-25,283.0,0.0,23.0
1268,2016-06-26,12356,2016-06-26,294.0,0.0,21.0
1269,2016-06-27,11922,2016-06-27,300.0,0.0,31.0
1270,2016-06-28,11064,2016-06-28,317.0,15.0,22.0
1271,2016-06-29,13778,2016-06-29,272.0,0.0,36.0
1272,2016-06-30,13319,2016-06-30,283.0,0.0,14.0
1273,2016-07-01,12405,2016-07-01,311.0,0.0,20.0
1274,2016-07-02,14072,2016-07-02,267.0,0.0,34.0
1275,2016-07-03,13036,2016-07-03,228.0,5.0,19.0
1276,2016-07-04,7600,2016-07-04,222.0,86.0,35.0
1277,2016-07-05,11970,2016-07-05,322.0,140.0,26.0
1278,2016-07-06,12448,2016-07-06,328.0,0.0,20.0
1279,2016-07-07,12218,2016-07-07,322.0,0.0,28.0
1280,2016-07-08,11581,2016-07-08,317.0,8.0,22.0
1281,2016-07-09,12198,2016-07-09,328.0,0.0,36.0
1282,2016-07-10,11981,2016-07-10,294.0,0.0,42.0
1283,2016-07-11,12710,,,,
1284,2016-07-12,13168,,,,
1285,2016-07-13,12520,2016-07-13,333.0,0.0,15.0
1286,2016-07-14,12086,2016-07-14,350.0,0.0,35.0
1287,2016-07-15,12613,2016-07-15,328.0,0.0,26.0
1288,2016-07-16,13837,2016-07-16,333.0,41.0,18.0
1289,2016-07-17,15526,2016-07-17,322.0,0.0,19.0
1290,2016-07-18,9729,2016-07-18,350.0,53.0,26.0
1291,2016-07-19,12325,2016-07-19,328.0,0.0,21.0
1292,2016-07-20,13300,2016-07-20,300.0,0.0,24.0
1293,2016-07-21,12862,2016-07-21,322.0,0.0,19.0
1294,2016-07-22,12105,2016-07-22,344.0,0.0,27.0
1295,2016-07-23,10261,2016-07-23,367.0,8.0,26.0
1296,2016-07-24,9615,2016-07-24,361.0,5.0,25.0
1297,2016-07-25,10275,2016-07-25,378.0,3.0,23.0
1298,2016-07-26,11150,2016-07-26,350.0,0.0,28.0
1299,2016-07-27,11568,2016-07-27,344.0,0.0,19.0
1300,2016-07-28,9366,2016-07-28,333.0,251.0,25.0
1301,2016-07-29,12151,2016-07-29,322.0,86.0,26.0
1302,2016-07-30,8938,2016-07-30,311.0,81.0,32.0
1303,2016-07-31,10844,2016-07-31,322.0,0.0,16.0
1304,2016-08-01,11951,2016-08-01,322.0,0.0,21.0
1305,2016-08-02,13374,2016-08-02,311.0,0.0,29.0
1306,2016-08-03,13591,2016-08-03,278.0,0.0,28.0
1307,2016-08-04,13555,2016-08-04,289.0,0.0,15.0
1308,2016-08-05,13186,2016-08-05,267.0,0.0,34.0
1309,2016-08-06,11340,2016-08-06,328.0,5.0,31.0
1310,2016-08-07,11962,2016-08-07,317.0,0.0,25.0
1311,2016-08-08,11926,2016-08-08,311.0,0.0,19.0
1312,2016-08-09,12424,2016-08-09,256.0,0.0,17.0
1313,2016-08-10,12258,2016-08-10,339.0,0.0,40.0
1314,2016-08-11,11466,2016-08-11,350.0,0.0,42.0
1315,2016-08-12,10853,2016-08-12,356.0,0.0,40.0
1316,2016-08-13,8717,2016-08-13,372.0,0.0,36.0
1317,2016-08-14,7708,2016-08-14,361.0,13.0,30.0
1318,2016-08-15,9240,2016-08-15,356.0,36.0,20.0
1319,2016-08-16,11316,2016-08-16,356.0,0.0,31.0
1320,2016-08-17,10988,2016-08-17,344.0,168.0,29.0
1321,2016-08-18,11821,2016-08-18,322.0,0.0,25.0
1322,2016-08-19,11915,2016-08-19,317.0,0.0,15.0
1323,2016-08-20,11534,2016-08-20,322.0,0.0,23.0
1324,2016-08-21,7252,2016-08-21,322.0,18.0,34.0
1325,2016-08-22,12349,2016-08-22,294.0,0.0,33.0
1326,2016-08-23,13042,2016-08-23,294.0,0.0,19.0
1327,2016-08-24,12753,2016-08-24,306.0,0.0,34.0
1328,2016-08-25,12524,2016-08-25,328.0,0.0,34.0
1329,2016-08-26,11296,2016-08-26,350.0,0.0,20.0
1330,2016-08-27,11197,2016-08-27,333.0,0.0,22.0
1331,2016-08-28,10528,2016-08-28,328.0,0.0,13.0
1332,2016-08-29,11433,2016-08-29,344.0,0.0,20.0
1333,2016-08-30,12216,2016-08-30,328.0,0.0,23.0
1334,2016-08-31,11613,2016-08-31,333.0,5.0,23.0
1335,2016-09-01,9998,2016-09-01,289.0,43.0,26.0
1336,2016-09-02,12715,2016-09-02,267.0,0.0,37.0
1337,2016-09-03,11027,2016-09-03,267.0,0.0,47.0
1338,2016-09-04,12790,2016-09-04,278.0,0.0,24.0
1339,2016-09-05,11220,2016-09-05,311.0,0.0,21.0
1340,2016-09-06,11752,2016-09-06,339.0,0.0,39.0
1341,2016-09-07,11028,2016-09-07,344.0,0.0,31.0
1342,2016-09-08,11470,2016-09-08,356.0,0.0,28.0
1343,2016-09-09,11415,2016-09-09,367.0,0.0,26.0
1344,2016-09-10,10376,2016-09-10,356.0,0.0,32.0
1345,2016-09-11,11585,2016-09-11,289.0,0.0,43.0
1346,2016-09-12,12311,2016-09-12,289.0,0.0,23.0
1347,2016-09-13,12805,2016-09-13,322.0,0.0,34.0
1348,2016-09-14,12525,2016-09-14,339.0,0.0,23.0
1349,2016-09-15,13273,2016-09-15,250.0,0.0,33.0
1350,2016-09-16,13211,2016-09-16,250.0,0.0,24.0
1351,2016-09-17,12902,2016-09-17,278.0,0.0,37.0
1352,2016-09-18,11347,2016-09-18,317.0,0.0,33.0
1353,2016-09-19,8464,2016-09-19,244.0,58.0,21.0
1354,2016-09-20,12630,2016-09-20,272.0,0.0,29.0
1355,2016-09-21,12489,2016-09-21,289.0,0.0,28.0
1356,2016-09-22,12730,2016-09-22,306.0,0.0,17.0
1357,2016-09-23,13342,2016-09-23,328.0,0.0,11.0
1358,2016-09-24,13106,2016-09-24,244.0,0.0,26.0
1359,2016-09-25,11949,2016-09-25,233.0,0.0,20.0
1360,2016-09-26,11452,2016-09-26,200.0,8.0,32.0
1361,2016-09-27,12357,2016-09-27,250.0,69.0,22.0
1362,2016-09-28,7727,2016-09-28,200.0,208.0,36.0
1363,2016-09-29,5886,2016-09-29,200.0,236.0,63.0
1364,2016-09-30,8526,2016-09-30,178.0,25.0,49.0
1365,2016-10-01,6629,2016-10-01,183.0,51.0,30.0
1366,2016-10-02,10444,2016-10-02,239.0,0.0,12.0
1367,2016-10-03,12301,2016-10-03,244.0,0.0,23.0
1368,2016-10-04,12794,2016-10-04,239.0,0.0,27.0
1369,2016-10-05,12590,2016-10-05,217.0,0.0,23.0
1370,2016-10-06,12362,2016-10-06,217.0,0.0,13.0
1371,2016-10-07,13195,2016-10-07,211.0,0.0,21.0
1372,2016-10-08,5125,2016-10-08,189.0,51.0,31.0
1373,2016-10-09,10026,2016-10-09,194.0,0.0,88.0
1374,2016-10-10,10415,,,,
1375,2016-10-11,11529,2016-10-11,189.0,0.0,14.0
1376,2016-10-12,11797,2016-10-12,206.0,0.0,12.0
1377,2016-10-13,12239,2016-10-13,228.0,0.0,28.0
1378,2016-10-14,12471,2016-10-14,178.0,0.0,16.0
1379,2016-10-15,12319,2016-10-15,194.0,0.0,15.0
1380,2016-10-16,11253,2016-10-16,239.0,0.0,27.0
1381,2016-10-17,11905,2016-10-17,289.0,0.0,18.0
1382,2016-10-18,12986,2016-10-18,294.0,0.0,28.0
1383,2016-10-19,12921,2016-10-19,306.0,8.0,21.0
1384,2016-10-20,13020,2016-10-20,283.0,0.0,35.0
1385,2016-10-21,10585,2016-10-21,244.0,36.0,51.0
1386,2016-10-22,8904,2016-10-22,144.0,0.0,97.0
1387,2016-10-23,9605,2016-10-23,211.0,0.0,42.0
1388,2016-10-24,10800,2016-10-24,211.0,0.0,51.0
1389,2016-10-25,11181,2016-10-25,167.0,0.0,45.0
1390,2016-10-26,10697,2016-10-26,144.0,0.0,11.0
1391,2016-10-27,9280,2016-10-27,167.0,8.0,34.0
1392,2016-10-28,10627,2016-10-28,161.0,0.0,46.0
1393,2016-10-29,11615,2016-10-29,244.0,0.0,34.0
1394,2016-10-30,10902,2016-10-30,289.0,13.0,39.0
1395,2016-10-31,10726,2016-10-31,156.0,0.0,29.0
1396,2016-11-01,11369,2016-11-01,156.0,0.0,21.0
1397,2016-11-02,12123,2016-11-02,256.0,0.0,11.0
1398,2016-11-03,11958,2016-11-03,261.0,0.0,26.0
1399,2016-11-04,11980,2016-11-04,167.0,0.0,39.0
1400,2016-11-05,11303,2016-11-05,189.0,0.0,22.0
1401,2016-11-06,9840,2016-11-06,194.0,0.0,36.0
1402,2016-11-07,10155,2016-11-07,167.0,0.0,15.0
1403,2016-11-08,12026,2016-11-08,206.0,0.0,14.0
1404,2016-11-09,7399,2016-11-09,178.0,48.0,39.0
1405,2016-11-10,10251,2016-11-10,161.0,0.0,41.0
1406,2016-11-11,9848,2016-11-11,178.0,0.0,59.0
1407,2016-11-12,8327,2016-11-12,111.0,0.0,26.0
1408,2016-11-13,8155,2016-11-13,178.0,0.0,10.0
1409,2016-11-14,9210,2016-11-14,139.0,3.0,9.0
1410,2016-11-15,10395,2016-11-15,172.0,8.0,21.0
1411,2016-11-16,10046,2016-11-16,178.0,0.0,20.0
1412,2016-11-17,10495,2016-11-17,161.0,0.0,21.0
1413,2016-11-18,11253,2016-11-18,228.0,0.0,6.0
1414,2016-11-19,8247,2016-11-19,211.0,5.0,49.0
1415,2016-11-20,3826,2016-11-20,72.0,0.0,108.0
1416,2016-11-21,6826,2016-11-21,61.0,0.0,74.0
1417,2016-11-22,7626,2016-11-22,89.0,0.0,42.0
1418,2016-11-23,6903,2016-11-23,100.0,0.0,13.0
1419,2016-11-24,3328,2016-11-24,150.0,0.0,8.0
1420,2016-11-25,5831,2016-11-25,150.0,0.0,14.0
1421,2016-11-26,4991,2016-11-26,100.0,0.0,47.0
1422,2016-11-27,4867,2016-11-27,111.0,0.0,22.0
1423,2016-11-28,8027,2016-11-28,111.0,0.0,24.0
1424,2016-11-29,6331,2016-11-29,139.0,53.0,15.0
1425,2016-11-30,6170,2016-11-30,183.0,333.0,23.0
1426,2016-12-01,9131,2016-12-01,144.0,18.0,48.0
1427,2016-12-02,8411,2016-12-02,106.0,0.0,55.0
1428,2016-12-03,6209,2016-12-03,89.0,0.0,66.0
1429,2016-12-04,5264,2016-12-04,72.0,25.0,19.0
1430,2016-12-05,8210,2016-12-05,128.0,41.0,27.0
1431,2016-12-06,3893,2016-12-06,50.0,262.0,26.0
1432,2016-12-07,8655,2016-12-07,100.0,0.0,22.0
1433,2016-12-08,7993,2016-12-08,89.0,0.0,40.0
1434,2016-12-09,6419,2016-12-09,28.0,0.0,64.0
1435,2016-12-10,4202,2016-12-10,17.0,0.0,36.0
1436,2016-12-11,3815,2016-12-11,44.0,0.0,24.0
1437,2016-12-12,7037,2016-12-12,117.0,30.0,42.0
1438,2016-12-13,7743,2016-12-13,78.0,0.0,18.0
1439,2016-12-14,7610,2016-12-14,72.0,0.0,26.0
1440,2016-12-15,4556,2016-12-15,11.0,0.0,70.0
1441,2016-12-16,4517,2016-12-16,-27.0,0.0,31.0
1442,2016-12-17,2319,2016-12-17,111.0,41.0,34.0
1443,2016-12-18,3313,2016-12-18,172.0,10.0,72.0
1444,2016-12-19,6328,2016-12-19,17.0,0.0,35.0
1445,2016-12-20,6106,2016-12-20,28.0,0.0,11.0
1446,2016-12-21,6587,2016-12-21,89.0,0.0,10.0
1447,2016-12-22,6187,2016-12-22,139.0,0.0,47.0
1448,2016-12-23,4209,2016-12-23,78.0,0.0,24.0
1449,2016-12-24,1372,2016-12-24,83.0,122.0,23.0
1450,2016-12-25,2155,2016-12-25,106.0,0.0,19.0
1451,2016-12-26,2361,2016-12-26,89.0,0.0,30.0
1452,2016-12-27,5803,2016-12-27,194.0,0.0,47.0
1453,2016-12-28,6396,2016-12-28,100.0,0.0,30.0
1454,2016-12-29,4254,2016-12-29,106.0,51.0,37.0
1455,2016-12-30,4447,2016-12-30,50.0,0.0,52.0
1456,2016-12-31,3217,2016-12-31,83.0,0.0,60.0
1457,2017-01-01,4063,2017-01-01,122.0,0.0,18.0
1458,2017-01-02,1638,2017-01-02,72.0,69.0,26.0
1459,2017-01-03,3771,2017-01-03,67.0,234.0,21.0
1460,2017-01-04,7185,2017-01-04,133.0,5.0,49.0
1461,2017-01-05,6214,2017-01-05,11.0,0.0,17.0
1462,2017-01-06,5570,2017-01-06,-5.0,3.0,43.0
1463,2017-01-07,1809,2017-01-07,-43.0,10.0,58.0
1464,2017-01-08,1920,2017-01-08,-55.0,0.0,66.0
1465,2017-01-09,4617,2017-01-09,-27.0,0.0,25.0
1466,2017-01-10,5606,2017-01-10,44.0,0.0,47.0
1467,2017-01-11,7267,2017-01-11,139.0,23.0,41.0
1468,2017-01-12,9091,2017-01-12,211.0,5.0,76.0
1469,2017-01-13,8031,2017-01-13,172.0,0.0,47.0
1470,2017-01-14,1864,2017-01-14,44.0,58.0,18.0
1471,2017-01-15,5348,,,,
1472,2017-01-16,4485,2017-01-16,72.0,0.0,20.0
1473,2017-01-17,5574,2017-01-17,111.0,51.0,21.0
1474,2017-01-18,7345,2017-01-18,139.0,0.0,41.0
1475,2017-01-19,7376,2017-01-19,111.0,0.0,20.0
1476,2017-01-20,5566,2017-01-20,94.0,8.0,17.0
1477,2017-01-21,8157,2017-01-21,94.0,0.0,17.0
1478,2017-01-22,4066,2017-01-22,100.0,18.0,30.0
1479,2017-01-23,2905,2017-01-23,100.0,188.0,74.0
1480,2017-01-24,7389,2017-01-24,83.0,18.0,73.0
1481,2017-01-25,9023,2017-01-25,172.0,0.0,38.0
1482,2017-01-26,8048,2017-01-26,139.0,0.0,60.0
1483,2017-01-27,6887,2017-01-27,50.0,0.0,64.0
1484,2017-01-28,5555,2017-01-28,83.0,0.0,34.0
1485,2017-01-29,5250,2017-01-29,61.0,0.0,22.0
1486,2017-01-30,5420,2017-01-30,28.0,5.0,41.0
1487,2017-01-31,7764,2017-01-31,122.0,0.0,33.0
1488,2017-02-01,8231,2017-02-01,106.0,0.0,14.0
1489,2017-02-02,7649,2017-02-02,94.0,0.0,36.0
1490,2017-02-03,6543,2017-02-03,28.0,0.0,42.0
1491,2017-02-04,4807,2017-02-04,39.0,0.0,27.0
1492,2017-02-05,5489,2017-02-05,117.0,0.0,38.0
1493,2017-02-06,8399,2017-02-06,172.0,0.0,21.0
1494,2017-02-07,9796,2017-02-07,222.0,0.0,60.0
1495,2017-02-08,10619,2017-02-08,217.0,0.0,42.0
1496,2017-02-09,5369,2017-02-09,111.0,51.0,90.0
1497,2017-02-10,5974,2017-02-10,17.0,0.0,45.0
1498,2017-02-11,6821,2017-02-11,111.0,0.0,19.0
1499,2017-02-12,4723,2017-02-12,117.0,13.0,33.0
1500,2017-02-13,6364,2017-02-13,78.0,0.0,76.0
1501,2017-02-14,7409,2017-02-14,78.0,0.0,22.0
1502,2017-02-15,7485,2017-02-15,117.0,0.0,50.0
1503,2017-02-16,6427,2017-02-16,39.0,0.0,66.0
1504,2017-02-17,7282,2017-02-17,111.0,0.0,10.0
1505,2017-02-18,10726,2017-02-18,222.0,0.0,20.0
1506,2017-02-19,12350,2017-02-19,206.0,0.0,48.0
1507,2017-02-20,10058,2017-02-20,183.0,0.0,36.0
1508,2017-02-21,8815,2017-02-21,139.0,0.0,28.0
1509,2017-02-22,9659,2017-02-22,183.0,0.0,20.0
1510,2017-02-23,11744,2017-02-23,250.0,0.0,35.0
1511,2017-02-24,12959,2017-02-24,250.0,0.0,43.0
1512,2017-02-25,8174,2017-02-25,250.0,20.0,66.0
1513,2017-02-26,6339,2017-02-26,89.0,0.0,46.0
1514,2017-02-27,8264,2017-02-27,122.0,0.0,18.0
1515,2017-02-28,7828,2017-02-28,194.0,97.0,16.0
1516,2017-03-01,8977,2017-03-01,239.0,3.0,70.0
1517,2017-03-02,8134,2017-03-02,156.0,0.0,87.0
1518,2017-03-03,6741,2017-03-03,50.0,0.0,61.0
1519,2017-03-04,5283,2017-03-04,56.0,0.0,45.0
1520,2017-03-05,4999,2017-03-05,39.0,0.0,20.0
1521,2017-03-06,8583,2017-03-06,117.0,0.0,13.0
1522,2017-03-07,8383,2017-03-07,200.0,46.0,34.0
1523,2017-03-08,10971,2017-03-08,189.0,3.0,57.0
1524,2017-03-09,12406,2017-03-09,217.0,0.0,41.0
1525,2017-03-10,5998,2017-03-10,133.0,20.0,71.0
1526,2017-03-11,5116,2017-03-11,33.0,0.0,63.0
1527,2017-03-12,4621,2017-03-12,50.0,0.0,41.0
1528,2017-03-13,6470,2017-03-13,78.0,69.0,33.0
1529,2017-03-14,1583,2017-03-14,28.0,213.0,97.0
1530,2017-03-15,3359,2017-03-15,-5.0,0.0,98.0
1531,2017-03-16,5179,2017-03-16,39.0,0.0,55.0
1532,2017-03-17,7207,2017-03-17,100.0,8.0,22.0
1533,2017-03-18,8245,2017-03-18,139.0,86.0,25.0
1534,2017-03-19,5689,2017-03-19,106.0,23.0,51.0
1535,2017-03-20,9303,2017-03-20,122.0,0.0,22.0
1536,2017-03-21,10612,2017-03-21,167.0,3.0,31.0
1537,2017-03-22,8313,2017-03-22,150.0,0.0,72.0
1538,2017-03-23,8616,2017-03-23,89.0,0.0,20.0
1539,2017-03-24,9086,2017-03-24,167.0,36.0,48.0
1540,2017-03-25,16191,2017-03-25,256.0,0.0,30.0
1541,2017-03-26,6621,2017-03-26,167.0,5.0,38.0
1542,2017-03-27,11367,2017-03-27,239.0,10.0,20.0
1543,2017-03-28,10444,2017-03-28,217.0,130.0,24.0
1544,2017-03-29,12789,2017-03-29,183.0,0.0,43.0
1545,2017-03-30,10324,2017-03-30,117.0,0.0,39.0
1546,2017-03-31,3793,2017-03-31,89.0,394.0,36.0
1547,2017-04-01,10321,2017-04-01,144.0,5.0,60.0
1548,2017-04-02,13714,2017-04-02,178.0,0.0,25.0
1549,2017-04-03,10868,2017-04-03,194.0,10.0,46.0
1550,2017-04-04,12666,2017-04-04,261.0,0.0,57.0
1551,2017-04-05,13545,2017-04-05,228.0,0.0,37.0
1552,2017-04-06,6353,2017-04-06,167.0,399.0,46.0
1553,2017-04-07,7596,2017-04-07,89.0,0.0,85.0
1554,2017-04-08,12508,2017-04-08,172.0,0.0,38.0
1555,2017-04-09,15133,2017-04-09,222.0,0.0,24.0
1556,2017-04-10,13742,2017-04-10,272.0,0.0,41.0
1557,2017-04-11,15371,2017-04-11,300.0,0.0,31.0
1558,2017-04-12,14088,2017-04-12,250.0,3.0,34.0
1559,2017-04-13,15434,2017-04-13,206.0,0.0,25.0
1560,2017-04-14,16038,2017-04-14,222.0,0.0,20.0
1561,2017-04-15,16896,2017-04-15,256.0,0.0,28.0
1562,2017-04-16,13129,2017-04-16,300.0,0.0,41.0
1563,2017-04-17,10278,2017-04-17,217.0,25.0,26.0
1564,2017-04-18,13752,2017-04-18,228.0,0.0,30.0
1565,2017-04-19,11693,2017-04-19,167.0,8.0,38.0
1566,2017-04-20,12273,2017-04-20,278.0,84.0,30.0
1567,2017-04-21,13541,2017-04-21,289.0,0.0,20.0
1568,2017-04-22,4485,2017-04-22,183.0,127.0,37.0
1569,2017-04-23,10744,2017-04-23,156.0,0.0,25.0
1570,2017-04-24,5684,2017-04-24,139.0,69.0,38.0
1571,2017-04-25,7966,2017-04-25,150.0,43.0,45.0
1572,2017-04-26,11969,2017-04-26,228.0,0.0,29.0
1573,2017-04-27,13787,2017-04-27,278.0,0.0,33.0
1574,2017-04-28,14391,2017-04-28,289.0,0.0,25.0
1575,2017-04-29,14412,2017-04-29,317.0,0.0,28.0
1576,2017-04-30,13613,2017-04-30,300.0,0.0,30.0
1577,2017-05-01,10982,2017-05-01,272.0,61.0,65.0
1578,2017-05-02,13312,2017-05-02,244.0,0.0,42.0
1579,2017-05-03,12931,2017-05-03,172.0,0.0,48.0
1580,2017-05-04,11851,2017-05-04,183.0,53.0,41.0
1581,2017-05-05,7263,2017-05-05,239.0,277.0,54.0
1582,2017-05-06,5842,2017-05-06,172.0,33.0,39.0
1583,2017-05-07,9613,2017-05-07,167.0,0.0,47.0
1584,2017-05-08,11412,2017-05-08,178.0,0.0,35.0
1585,2017-05-09,12369,2017-05-09,189.0,0.0,15.0
1586,2017-05-10,13529,2017-05-10,239.0,0.0,16.0
1587,2017-05-11,3647,2017-05-11,150.0,439.0,27.0
1588,2017-05-12,7213,2017-05-12,133.0,97.0,26.0
1589,2017-05-13,8177,2017-05-13,156.0,104.0,35.0
1590,2017-05-14,12866,2017-05-14,267.0,0.0,44.0
1591,2017-05-15,12580,2017-05-15,239.0,0.0,51.0
1592,2017-05-16,13640,2017-05-16,272.0,0.0,14.0
1593,2017-05-17,12779,2017-05-17,333.0,0.0,30.0
1594,2017-05-18,12404,2017-05-18,322.0,155.0,38.0
1595,2017-05-19,13427,2017-05-19,322.0,13.0,25.0
1596,2017-05-20,13795,2017-05-20,217.0,0.0,35.0
1597,2017-05-21,11101,2017-05-21,194.0,0.0,30.0
1598,2017-05-22,9106,2017-05-22,228.0,130.0,13.0
1599,2017-05-23,10522,2017-05-23,183.0,30.0,25.0
1600,2017-05-24,11942,2017-05-24,183.0,86.0,35.0
1601,2017-05-25,6714,2017-05-25,228.0,201.0,29.0
1602,2017-05-26,13591,2017-05-26,244.0,0.0,42.0
